"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"11478","novel_gene_NC_056011.1_4105","2.746984","2.291252","1.747341","1.430593","0.00132095226811088","0.0334565407644098","0.000151258323351861","0.153223614764699","0.258128383537704","0.0235141489116891"
"11479","novel_gene_NC_056011.1_41257","-0.75351610","-0.61389164","-0.13251408"," 0.08428245","0.000209367584555321","0.293360124407313","5.01632762891283e-06","0.00206238522452187","0.0830659423900921","2.48051454474938e-05"
"11480","novel_gene_NC_056011.1_41282","2.738961","2.708142","2.414652","2.178959","0.0683563791402853","0.99106506649623","0.00634522836732668","0.0683563791402853","0.211622557769471","0.00634522836732668"
"11481","novel_gene_NC_056011.1_41465","1.245636","1.428823","1.591431","1.754590","0.000857755862487883","0.058457629677157","1.37222439367119e-05","0.058457629677157","0.058457629677157","0.000857755862487883"
"11482","novel_gene_NC_056011.1_41469","1.809928","1.915294","2.182773","2.332733","0.00341039761935929","0.346469250634117","0.000262024061157857","0.0224056697686799","0.18479991456828","0.00114822891746421"
"11483","novel_gene_NC_056011.1_41471","3.530659","3.496887","3.996201","4.134621","0.000117388400792929","0.669117659686137","3.5573114063044e-06","2.0353161178228e-05","0.132771565646105","7.57915498831346e-07"
"11484","novel_gene_NC_056011.1_41473","1.755852","1.878337","2.491656","2.574372","9.07429573716377e-09","0.252175637828938","2.75126786676758e-09","5.66632293525849e-08","0.252175637828938","7.64661252957234e-09"
"11485","novel_gene_NC_056011.1_41765"," 0.3247488"," 0.3648033","-0.2764515","-0.2821206","0.0739556865370469","0.948824552204365","0.0739556865370469","0.0647692509962847","0.963921947098322","0.0647692509962847"
"11486","novel_gene_NC_056011.1_42029","-0.3930244","-0.4231712","-0.3378631","-0.3513657","0.875139578922048","0.875139578922048","0.875139578922048","0.875139578922048","0.884150954500783","0.875139578922048"
"11487","novel_gene_NC_056011.1_42045","2.268798","2.319103","2.215114","2.082610","0.352398921689073","0.352398921689073","0.0140659196225563","0.0836587383441902","0.0677045802735332","0.00145763379555933"
"11488","novel_gene_NC_056011.1_42196","1.3212916","1.7557396","0.9353226","0.6337373","0.289251250861107","0.324836978030469","0.0771440220193067","0.0427480538251529","0.372336655141856","0.0100129507909094"
"11489","novel_gene_NC_056011.1_42254","0.9878238","0.9155817","0.9789273","1.1861808","0.980000962447962","0.57142522060468","0.365398340354612","0.57142522060468","0.365398340354612","0.229948059937545"
"11490","novel_gene_NC_056011.1_42553","4.744583","4.570860","4.624276","4.561224","0.782050963220304","0.782050963220304","0.782050963220304","0.782050963220304","0.782050963220304","0.956078674059192"
"11491","novel_gene_NC_056011.1_42557","1.898957","2.003087","1.513700","1.461018","0.00884107410125966","0.518186985363084","0.00467134327459387","0.00172066658414767","0.662842054859739","0.00136854733990826"
"11492","novel_gene_NC_056011.1_42637","0.8291710","0.5563387","0.5840748","0.3617331","0.104120461561521","0.0687779967767656","0.00677901675546992","0.681838521641706","0.151122250367008","0.258323551995507"
"11493","novel_gene_NC_056011.1_4266","1.650418","1.827059","1.972906","1.861738","0.00579282002775962","0.0450670887164118","0.0450670887164118","0.288741153841624","0.288741153841624","0.96619293650294"
"11494","novel_gene_NC_056011.1_4270","1.838440","1.976390","2.031834","2.035386","0.191562251943327","0.206504785416104","0.191562251943327","0.954264215026672","0.982192096438548","0.954264215026672"
"11495","novel_gene_NC_056011.1_42789","2.042692","1.881810","1.993948","2.090041","0.596116043945548","0.228280023796841","0.596116043945548","0.322826088785584","0.322826088785584","0.0848400586814956"
"11496","novel_gene_NC_056011.1_42804","2.111006","1.996700","2.096366","2.056202","0.8758816514342","0.468544165702865","0.661979338791702","0.468544165702865","0.661979338791702","0.661979338791702"
"11497","novel_gene_NC_056011.1_42812","-0.1977621","-0.3715280","-0.1345881","-0.2872748","0.652717495822725","0.441384633822695","0.652717495822725","0.426541759102113","0.441384633822695","0.652717495822725"
"11498","novel_gene_NC_056011.1_43043","-0.09991404"," 0.08584715"," 0.55443556"," 1.26753416","0.33590628713406","0.750040251011193","0.0895880510488568","0.33590628713406","0.33590628713406","0.0895880510488568"
"11499","novel_gene_NC_056011.1_43659","1.939728","2.032982","1.921285","1.819876","0.917198327579263","0.328230588357186","0.328230588357186","0.328230588357186","0.328230588357186","0.120299461446874"
"11500","novel_gene_NC_056011.1_43743","2.717827","2.690727","2.830073","2.883541","0.132186549252183","0.576111890438439","0.0356909953073775","0.0429602917773305","0.394840585989905","0.0125186512655145"
"11501","novel_gene_NC_056011.1_43768"," 0.14466721"," 0.25583104","-0.08018191"," 0.13394538","0.017089173860393","0.248065500379306","0.967590695882054","0.000982217140745736","0.017089173860393","0.248065500379306"
"11502","novel_gene_NC_056011.1_43773","0.4649907","0.3920661","0.2854457","0.4152593","0.512750698148917","0.653915898523245","0.837495620892672","0.653915898523245","0.512750698148917","0.665241138647179"
"11503","novel_gene_NC_056011.1_43868","2.609645","2.667815","3.039034","3.101070","1.54815133372597e-07","0.25832298251933","3.80661215476019e-08","1.31848546826514e-06","0.25832298251933","1.52746709439312e-07"
"11504","novel_gene_NC_056011.1_43893","3.170481","3.347303","3.580084","3.624393","0.00143285446872091","0.0714807402725248","0.000414185433498327","0.0714807402725248","0.422990108333388","0.0211582504966413"
"11505","novel_gene_NC_056011.1_43895","1.825454","1.911680","2.013075","2.097049","0.036159609780606","0.165234308801922","0.00253317838123036","0.304296670424709","0.204021724017081","0.0435097855359763"
"11506","novel_gene_NC_056011.1_44574","-0.51145138","-0.45110190"," 0.08172927"," 0.30046816","0.201452855346091","0.928508513893108","0.0739420576941008","0.192313682722928","0.447598426730073","0.0739420576941008"
"11507","novel_gene_NC_056011.1_44583","2.719443","2.688855","2.958224","3.011103","0.000182343010740171","0.531159189402113","2.71642598041432e-05","2.71642598041432e-05","0.43675276041061","6.35823181735519e-06"
"11508","novel_gene_NC_056011.1_4529"," 0.2505091"," 0.2646967","-0.4770011","-0.2528413","0.00481165184435434","0.778714268776127","0.0574287005848337","0.00481165184435434","0.257290049219469","0.0652229889279941"
